provider,provider_id,provider_slug,plan_title,capacity,period,price,price_usd_promo,price_usd_base,promo_zero_any,base_zero_any,coverage_count,scope_pref,plan_id
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (41 Countries) - 30 Days/Total 20GB,20000 MB,30 Days,19.8787690321414,,19.8787690321414,False,False,1,1,68bfdb518525b2c8ebf57373
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 20GB for 3 days,20000 MB,3 Days,19.9,,19.9,False,False,0,0,68c77b162468ddd077932dd2
Simfinity,6703d78781b690b781d3bac0,simfinity,France,20000 MB,30 Days,17.91,17.91,19.9,False,False,0,0,68c8162a69982fcf6c77cf7e
LinkeSIM,6760c58e8c8ea74873b8bca7,linkesim,Europe 40 + USA 10 GB for 14 days,10000 MB,14 Days,19.9,,19.9,False,False,0,1,68c893dffd7fabd3fefdd004
RedteaGO,5d16f93191d4f93192b3349c,redtea,Global (130+ areas),1000 MB,365 Days,18.9,18.9,19.9,False,False,0,2,68bab972ed9709269b1f98d2
GIGAGO,645a23dbc6a3d88eeb76b9ea,gigago,Europe eSIM 33 Countries - Data+Calls,1000 MB/day,5 Days,18.9,18.9,19.9,False,False,0,1,68c797c730b8084fddce2499
GIGAGO,645a23dbc6a3d88eeb76b9ea,gigago,France eSIM,1000 MB/day,5 Days,18.9,18.9,19.9,False,False,0,0,68c797c930b8084fddce36d3
Strong eSIM,683f99e07ee7f5a961c0c859,strong-esim,Global139 1GB 7Days,1000 MB,7 Days,19.9,,19.9,False,False,0,2,68c7e028fdb726e19b4764a1
Simfinity,6703d78781b690b781d3bac0,simfinity,World Wide Pass,1000 MB,,17.91,17.91,19.9,False,False,0,2,68c8162969982fcf6c77b4e6
TraveleSIM.CH,66744f19437944d4aa0af252,travelesim-ch,Sim Card for Europe-30 - 20GB - 90 Days,20000 MB,90 Days,19.92,,19.92,False,False,0,1,68c869411c43a850e7c7d00c
TraveleSIM.CH,66744f19437944d4aa0af252,travelesim-ch,Global (120+ areas) - 5GB - 30 Days,5000 MB,30 Days,19.92,,19.92,False,False,0,2,68c8693f1c43a850e7c7b20f
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global E 5GB 7Day,5000 MB,7 Days,19.93,,19.93,False,False,1,2,68c891f6fd7fabd3fefa63a8
nextSIM,67f0abeb2a0a3aefec7a4e0f,nextsim,eSIM EUROPE 5GB 21Days Premium,5000 MB,21 Days,19.33595963,19.33595963,19.933979,False,False,0,1,68bff4d0a924d9c70e0d9af9
Firsty,66719ce7b8d1560ec8b11691,firsty,Firsty Comfort+ (France) - 17 Days,1500 MB/day,17 Days,19.933979,,19.933979,False,False,0,0,68b1d4fb2f01bb37575e645d
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 3 Days/Total 20GB,20000 MB,3 Days,19.94113379773243,,19.94113379773243,False,False,1,1,68bfdb568525b2c8ebf5a814
WiFi Map,602194ac4b7cb92caf6ffad0,wifimap,Global eSIM,5000 MB,30 Days,17.95,17.95,19.95,False,False,0,2,68a89f5abb78507dd9f8f8c3
Supera link,66fb8684e6cdd578fe555fdc,superalink,France - 5GB/day,5000 MB/day,10 Days,16.96,16.96,19.95,False,False,1,0,68c893acfd7fabd3fefd7bea
Giga.Tel,67d42f6255619141b6762338,gigatel,"Europe 8 countries, 50GB",50000 MB,3 Days,15.99,15.99,19.99,False,False,0,1,68c88702d6f1c413da4604c1
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Europe+ 20GB - 10 Days,20000 MB,10 Days,17.99,17.99,19.99,False,False,0,1,68c891c9fd7fabd3fef9788f
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Europe+ 20GB - 15 Days,20000 MB,15 Days,17.99,17.99,19.99,False,False,0,1,68c891c9fd7fabd3fef978b3
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,France 20GB - 30 Days,20000 MB,30 Days,17.99,17.99,19.99,False,False,0,0,68c891cafd7fabd3fef97c2c
Jetpac,656ef630e60950c9a706e6ff,jetpac,Europe 15GB,15000 MB,30 Days,16.99,16.99,19.99,False,False,4,1,68be8502d6e3468a27178acc
Saily,660ea2de2f17b102e83a96f8,saily,France 10GB 30 days,10000 MB,30 Days,18.99,18.99,19.99,False,False,0,0,68a8a10abb78507dd9ffa40e
ETravelSim,640e71222097580dd4a88d0b,etravelsim,France eSIM 10 GB - 30 Days / 200 Mins Local Calls,10000 MB,30 Days,19.99,,19.99,False,False,1,0,68c806e8a052e0b19f928d2a
MobiMatter,6386134ed12efb94fc05f1fb,mobimatter,Europe Asia and USA 10 GB,10000 MB,30 Days,19.99,,19.99,False,False,1,1,68c868451c43a850e7c61af9
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Europe 10GB - 90 Days,10000 MB,90 Days,17.99,17.99,19.99,False,False,0,1,68c891c9fd7fabd3fef973c7
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,France 10GB - 180 Days,10000 MB,180 Days,17.99,17.99,19.99,False,False,0,0,68c891cafd7fabd3fef97c0a
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,Global Explorer - 30 Days - 5 GB (117 countries),5000 MB,30 Days,15.489999999999998,15.489999999999998,19.99,False,False,0,2,68c84cc89bf54bb050617434
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Europe+ Unlimited MAX - 5 Days,5000 MB/day,5 Days,17.99,17.99,19.99,False,False,0,1,68c891cafd7fabd3fef97a1b
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Global 5GB - 10 Days,5000 MB,10 Days,17.99,17.99,19.99,False,False,0,2,68c891cbfd7fabd3fef98e55
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Global 5GB - 15 Days,5000 MB,15 Days,17.99,17.99,19.99,False,False,0,2,68c891cbfd7fabd3fef98ecc
Jetpac,656ef630e60950c9a706e6ff,jetpac,Unlimited - 5 days,3000 MB/day,5 Days,16.99,16.99,19.99,False,False,4,0,68be8502d6e3468a27178d6e
GigSky,5c89d6b91144d06205595375,gigsky,World Plan,1000 MB,7 Days,15.99,15.99,19.99,False,False,2,2,68c0a94b505eafa5d7f28074
GigSky,5c89d6b91144d06205595375,gigsky,Cruise + Europe,500 MB,1 Days,15.99,15.99,19.99,False,False,2,1,68c0a94e505eafa5d7f2b312
iRoamly,66ac21966d047ed956f30520,iroamly,Europe - 39 Countries-Unlimited-3 Days-Unlimited,500000 MB,3 Days,20.0,,20.0,False,False,0,1,68baada698ac519469ac42b5
Roamify,663a1a4b5fddf2d5b402906b,roamify,France eSIM 30 GB - 15 Days,30000 MB,15 Days,19.0,19.0,20.0,False,False,1,0,68c8930ffd7fabd3fefc4840
ETravelSim,640e71222097580dd4a88d0b,etravelsim,France eSIM 25 GB - 30 Days / Data Only,25000 MB,30 Days,20.0,,20.0,False,False,1,0,68c806e7a052e0b19f9288a6
Simbye,673159aa72d09200e94affe3,simbye,France 20GB 30Days,20000 MB,30 Days,20.0,,20.0,False,False,0,0,68a8a283bb78507dd905830a
alodata,67f7ef2af6193863e84220a1,alodata,eSIM 20GB for 30 Days in France,20000 MB,30 Days,16.0,16.0,20.0,False,False,0,0,68c1fd939c3a9b004e8c9f4b
Nomad,602194fd4b7cb92caf6ffad3,nomad,Local France - 30 Days - 20 GB,20000 MB,30 Days,17.0,17.0,20.0,False,False,0,0,68c7e8be909a7003345305de
Amigo eSIM,68142a2bb3fbc638bfc464ef,amigo,Three 12GB 30Days,12000 MB,30 Days,18.0,18.0,20.0,False,False,0,0,68c154a0d75109619d38e7ae
Simbye,673159aa72d09200e94affe3,simbye,Europe 10GB 30Days,10000 MB,30 Days,20.0,,20.0,False,False,0,1,68a8a283bb78507dd9058279
Jett-On,684e1eabd07ed58cc6292ed4,jett-on,EUROPE 10GB 10 DAYS,10000 MB,10 Days,18.0,18.0,20.0,False,False,0,1,68a8a461bb78507dd90a3c6b
iRoamly,66ac21966d047ed956f30520,iroamly,Europe - 39 Countries-10GB-10 Days-Total,10000 MB,10 Days,20.0,,20.0,False,False,0,1,68baada698ac519469ac387b
Keepgo,61092d9ae3da2061875bc429,keepgo,Corvus Europe,10000 MB,,20.0,,20.0,False,False,0,1,68c18b5799716295fc990e6e
ZenSim,67f5bc61d3538b2c85713271,zensim,Europe+ 10GB - 10 Days,10000 MB,10 Days,20.0,,20.0,False,False,0,1,68c2a6696b8120b6c02536e0
ZenSim,67f5bc61d3538b2c85713271,zensim,France 10GB - 30 Days,10000 MB,30 Days,20.0,,20.0,False,False,0,0,68c2a66a6b8120b6c025383a
Roamify,663a1a4b5fddf2d5b402906b,roamify,Global One Year eSIM 10 GB - 365 Days,10000 MB,365 Days,19.0,19.0,20.0,False,False,1,2,68c89310fd7fabd3fefc6852
mobineX,663a2caf5fddf2d5b402fd46,mobinex,8 GB - 15 days,8000 MB,15 Days,18.0,18.0,20.0,False,False,0,0,68c77a122468ddd077918d96
mobineX,663a2caf5fddf2d5b402fd46,mobinex,8 GB - 7 days,8000 MB,7 Days,18.0,18.0,20.0,False,False,0,0,68c77a122468ddd077918e3f
MobileSIM,67234c91e7fe43281f91e226,mobilesim,Europe 5 GB for 30 days,5000 MB,30 Days,20.0,,20.0,False,False,0,1,68c5800e552f140f52099c76
Airalo,5d663d552a89717945a0d26d,airalo,Eurolink - 5 GB,5000 MB,30 Days,17.0,17.0,20.0,False,False,0,0,68c75c05b9cb75f905823608
Roamify,663a1a4b5fddf2d5b402906b,roamify,Global eSIM 5 GB - 15 Days,5000 MB,15 Days,19.0,19.0,20.0,False,False,1,2,68c89310fd7fabd3fefc523a
Instabridge,643fbeb179777aa7ebe1e0f6,instabridge,3 GB GLOBAL eSIM Mobile Data Plan,3000 MB,15 Days,16.0,16.0,20.0,False,False,0,2,68a8a031bb78507dd9fc4cac
Jetpac,656ef630e60950c9a706e6ff,jetpac,Global 3GB,3000 MB,7 Days,17.0,17.0,20.0,False,False,4,2,68be8502d6e3468a27177d82
Driffle eSIM,66c47261d104e43232185ad1,driffle,Global 2GB for 15 Days,2000 MB,15 Days,20.0,,20.0,False,False,0,2,68a8a201bb78507dd9039813
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-2GB-15 Days-Daily,2000 MB/day,15 Days,20.0,,20.0,False,False,0,0,68baada798ac519469ac4ab0
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Europe eSIM [41 countries] 15 Days 2GB/Day,2000 MB/day,15 Days,18.0,18.0,20.0,False,False,1,1,68c867741c43a850e7c34a70
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-1GB-30 Days-Daily,1000 MB/day,30 Days,20.0,,20.0,False,False,0,0,68baada798ac519469ac4a88
Keepgo,61092d9ae3da2061875bc429,keepgo,Orion: USA + EU,1000 MB,,20.0,,20.0,False,False,0,0,68c18b5699716295fc990127
alodata,67f7ef2af6193863e84220a1,alodata,eSIM Unlimited for 7 Days in Europe+,1000 MB/day,7 Days,16.0,16.0,20.0,False,False,0,1,68c1fd969c3a9b004e8cd002
Keep On Roaming,66d97b236734f85a8761a32d,keep-on-roaming,KOR-Europe-UNLIMITED-10D,1000 MB/day,10 Days,20.0,,20.0,False,False,0,1,68c4be728775cc02b83e2a72
iRoamly,66ac21966d047ed956f30520,iroamly,Global-147 Countries-eSIM-500MB-3 Days-Daily,500 MB/day,3 Days,20.0,,20.0,False,False,0,2,68baada998ac519469ac644b
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe eSIM Unlimited Data - 7 Days,0 MB,7 Days,19.0,19.0,20.0,False,False,1,1,68c8930efd7fabd3fefc27eb
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe &amp; United States eSIM Unlimited Data - 7 Days,0 MB,7 Days,19.0,19.0,20.0,False,False,1,1,68c8930ffd7fabd3fefc4232
Roamify,663a1a4b5fddf2d5b402906b,roamify,Mediterranean eSIM Unlimited Data - 3 Days,0 MB,3 Days,19.0,19.0,20.0,False,False,1,0,68c89314fd7fabd3fefc9b57
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 30 Days/Daily 500MB,500 MB/day,30 Days,20.11263690310777,,20.11263690310777,False,False,1,1,68bfdb568525b2c8ebf5a9cf
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,France 5G 10 Days / Daily 3GB,3000 MB/day,10 Days,19.12,19.12,20.12,False,False,1,0,68c72567418c34d5c8a9ec2f
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe B 3GB/Daily 7Day,3000 MB/day,7 Days,20.17,,20.17,False,False,1,1,68c891f5fd7fabd3fefa2408
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global F 3GB 5Day,3000 MB,5 Days,20.17,,20.17,False,False,1,2,68c891f7fd7fabd3fefa97ae
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 7 Days / Unlimited 5Mbps,1000 MB/day,7 Days,19.18,19.18,20.18,False,False,3,1,68c72574418c34d5c8aafb9d
eSimFlare,67f32a92d392d55306110f1a,esimflare,Europe 1GB/Day,1000 MB/day,4 Days,20.2,,20.2,False,False,0,1,68a8a357bb78507dd9085f83
eSimFlare,67f32a92d392d55306110f1a,esimflare,Europe 500MB/Day,500 MB/day,7 Days,20.2,,20.2,False,False,0,1,68a8a357bb78507dd9085e81
eSimFlare,67f32a92d392d55306110f1a,esimflare,Europe(30+ areas) 500MB/Day,500 MB/day,14 Days,20.2,,20.2,False,False,0,1,68a8a358bb78507dd908691f
airdatalink,669ecc2324128bc08c341abe,airdatalink,Essential Europe Daily Plan eSIM,3000 MB/day,15 Days,19.203276149918207,19.203276149918207,20.213974894650743,False,False,1,1,68c396696f9d23f90b81f00d
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [45 countries] 30 Days 1GB/Day,1000 MB/day,30 Days,18.2,18.2,20.22,False,False,1,2,68c867731c43a850e7c3014f
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,France - 7 Days/Unlimited,0 MB,7 Days,20.26854881708535,,20.26854881708535,False,False,3,0,68bfdb4f8525b2c8ebf5276e
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe &amp; Asia &amp; US 41 Countries 5 Days / Unlimited,0 MB,5 Days,19.29,19.29,20.29,False,False,1,1,68c72576418c34d5c8ab0f6a
eSIM4Travel,651a85325fee853583ffe8e5,esim4travel,"France (Orange, SFR, Bouygues) - 20GB/30Days",20000 MB,30 Days,18.29,18.29,20.32,False,False,0,0,68a8a05cbb78507dd9fcdaaf
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe &amp; Asia &amp; US 41 Countries 10 Days / Daily 2GB,2000 MB/day,10 Days,19.37,19.37,20.37,False,False,1,1,68c72576418c34d5c8ab0ba1
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,10000 MB,1 Days,20.377687156869655,,20.377687156869655,False,False,0,0,68b3190e3b8ae318f60058c4
eSIMCard,6764f0cca7e04a963bb3a185,esimcard,Unlimited eSIM Data For  10 Days in  Europe,1000 MB/day,10 Days,18.35,18.35,20.39,False,False,0,1,68c27de7d67509eadbfdbe6a
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,Day Plan - Europe Explorer (Stand w'Ukraine) - 1GB/Day - 7 Day,1000 MB/day,7 Days,15.89,15.89,20.39,False,False,0,1,68c84cc89bf54bb050616df9
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global D 10GB 7Day,10000 MB,7 Days,20.42,,20.42,False,False,1,2,68c891f6fd7fabd3fefa36fe
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe C 10GB/Daily 5Day,10000 MB/day,5 Days,20.42,,20.42,False,False,1,1,68c891f9fd7fabd3fefae4b8
EscapeSIM,656019a51f0926ec7c9be0d2,escapesim,France 30GB,30000 MB,60 Days,20.47149230475255,,20.47149230475255,False,False,0,0,68bef588c338aabe6a442691
Giga.Tel,67d42f6255619141b6762338,gigatel,Europe (34 countries) 50GB/7 days,50000 MB,7 Days,16.39,16.39,20.49,False,False,0,1,68c88701d6f1c413da45e10e
iRoamly,66ac21966d047ed956f30520,iroamly,France-eSIM-30GB-30 Days-Total,30000 MB,30 Days,20.5,,20.5,False,False,0,0,68baada798ac519469ac4baa
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe Sprint eSIM 30 GB - 30 Days,30000 MB,30 Days,19.48,19.48,20.5,False,False,1,1,68c8930ffd7fabd3fefc3170
eSIM-On Shop,6842ac07d9403b95ce71e2c0,esim-on,Fr France 20GB 30Days,20000 MB,30 Days,20.5,,20.5,False,False,0,0,68a8a45bbb78507dd90a3197
mobineX,663a2caf5fddf2d5b402fd46,mobinex,15 GB - 30 days,15000 MB,30 Days,18.45,18.45,20.5,False,False,0,0,68c77a132468ddd07791c89e
mobineX,663a2caf5fddf2d5b402fd46,mobinex,10 GB - 30 Days,10000 MB,30 Days,18.45,18.45,20.5,False,False,0,0,68c77a0f2468ddd077915018
mobineX,663a2caf5fddf2d5b402fd46,mobinex,10 GB - 15 days,10000 MB,15 Days,18.45,18.45,20.5,False,False,0,0,68c77a122468ddd077918ee8
GIGAGO,645a23dbc6a3d88eeb76b9ea,gigago,Global eSIM (77 countries),5000 MB,3 Days,19.48,19.48,20.5,False,False,0,2,68c797c930b8084fddce3f05
Breeze,6645ebd70ee8bdf7b1b24ed2,breeze,Global,2000 MB,15 Days,18.45,18.45,20.5,False,False,0,2,68c8932ffd7fabd3fefcf615
Supera link,66fb8684e6cdd578fe555fdc,superalink,33 European Countries - 1GB/day,1000 MB/day,4 Days,17.5,17.5,20.59,False,False,1,1,68c893aafd7fabd3fefd60a2
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,France - 10 Days/Daily 3GB,3000 MB/day,10 Days,20.64273741063154,,20.64273741063154,False,False,1,0,68bfdb578525b2c8ebf5d496
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,Europe eSIM Roaming Data,8000 MB,30 Days,20.6583286020293,,20.6583286020293,False,False,0,1,68b3190e3b8ae318f60057c8
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe A 2GB/Daily 15Day,2000 MB/day,15 Days,20.67,,20.67,False,False,1,1,68c891fffd7fabd3fefb14a3
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Europe G 1GB/Daily 30Day,1000 MB/day,30 Days,20.67,,20.67,False,False,1,1,68c89200fd7fabd3fefb3d61
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global D 500MB/Daily 15Day,500 MB/day,15 Days,20.67,,20.67,False,False,1,2,68c891f6fd7fabd3fefa41e4
eSIMCard,6764f0cca7e04a963bb3a185,esimcard,"eSIM, 5 GB, 30 Days, Global (Lite), Unthrottled",5000 MB,30 Days,18.61,18.61,20.68,False,False,0,2,68c27de7d67509eadbfdbf26
airdatalink,669ecc2324128bc08c341abe,airdatalink,Essential Europe Daily Plan eSIM,2000 MB/day,20 Days,19.655117941680988,19.655117941680988,20.689597833348408,False,False,1,1,68c396696f9d23f90b81eea5
eSimFlare,67f32a92d392d55306110f1a,esimflare,France 5GB/Day,5000 MB/day,5 Days,20.8,,20.8,False,False,0,0,68a8a359bb78507dd908752a
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe &amp; Asia &amp; US (41 Countries) - 5 Days/Total 20GB,20000 MB,5 Days,20.814240516006876,,20.814240516006876,False,False,1,1,68bfdb568525b2c8ebf5b1ed
abesteSIM,6875cc9ee40f4fd4c110ce88,abestesim,Europe (41 Countries) - 7 Days/Unlimited,0 MB,7 Days,20.861014090200154,,20.861014090200154,False,False,1,1,68bfdb508525b2c8ebf555b7
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 20GB for 5 days,20000 MB,5 Days,20.9,,20.9,False,False,0,0,68c77b162468ddd077932dd4
eSimFlare,67f32a92d392d55306110f1a,esimflare,Europe(30+ areas) 2GB/Day,2000 MB/day,4 Days,20.9,,20.9,False,False,0,1,68a8a357bb78507dd9086393
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 500MB/day for 30 days,500 MB/day,30 Days,20.9,,20.9,False,False,0,0,68c77b152468ddd077932d6c
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 3 Days / Total 30GB,30000 MB,3 Days,19.91,19.91,20.91,False,False,3,1,68c72573418c34d5c8aae591
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 36 Countries 10 Days / Daily 3GB,3000 MB/day,10 Days,19.91,19.91,20.91,False,False,3,1,68c72574418c34d5c8aafa1f
Truely,6686050b234c9994fcbd5060,truely,"France - Unlimited, 5 days",0 MB,5 Days,18.82,18.82,20.91,False,False,1,0,68a8a1a2bb78507dd9018666
Truely,6686050b234c9994fcbd5060,truely,"Europe - Unlimited, 5 days",0 MB,5 Days,18.82,18.82,20.91,False,False,1,1,68a8a1aabb78507dd9020507
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global E 5GB 10Day,5000 MB,10 Days,20.92,,20.92,False,False,1,2,68c891f6fd7fabd3fefa6488
Yoho Mobile,63760bdc4e2b1c13f365b600,yoho-mobile,Global F 3GB 7Day,3000 MB,7 Days,20.92,,20.92,False,False,1,2,68c891f7fd7fabd3fefa98e4
airdatalink,669ecc2324128bc08c341abe,airdatalink,Discover Europe eSIM,30000 MB,30 Days,19.881038837562375,19.881038837562375,20.92740930269724,False,False,1,1,68c3966a6f9d23f90b81fcd7
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Global eSIM [24 Regions] 30 Days 30GB,30000 MB,30 Days,18.85,18.85,20.94,False,False,1,2,68c867711c43a850e7c2cab2
MicroEsim,65fd5b85efc7ee1e3444055a,microesim,Europe 5G 49 Destinations 15 Days / Daily 1GB,1000 MB/day,15 Days,19.94,19.94,20.94,False,False,1,1,68c72573418c34d5c8aabc71
Giga.Tel,67d42f6255619141b6762338,gigatel,"Europe 8 countries, 50GB",50000 MB,7 Days,16.79,16.79,20.99,False,False,0,1,68c88701d6f1c413da45e374
ETravelSim,640e71222097580dd4a88d0b,etravelsim,France eSIM 20 GB - 30 Days / 100 Mins Local Calls,20000 MB,30 Days,20.99,,20.99,False,False,1,0,68c806e8a052e0b19f928d2d
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,France - 30 Days - 20 GB,20000 MB,30 Days,16.49,16.49,20.99,False,False,0,0,68c84ccb9bf54bb05061956d
ETravelSim,640e71222097580dd4a88d0b,etravelsim,Travel eSIM for Europe (ZF) 10 GB - 30 Days / 200 Mins Local Calls,10000 MB,30 Days,20.99,,20.99,False,False,1,1,68c806e8a052e0b19f928f2e
GigSky,5c89d6b91144d06205595375,gigsky,Europe,5000 MB,30 Days,16.79,16.79,20.99,False,False,2,1,68c0a94e505eafa5d7f2b7a9
GigSky,5c89d6b91144d06205595375,gigsky,Europe,5000 MB/day,3 Days,16.79,16.79,20.99,False,False,2,1,68c0a94e505eafa5d7f2ba65
ETravelSim,640e71222097580dd4a88d0b,etravelsim,France eSIM Unlimited - 7 Days / 100 Mins Local Calls,4000 MB/day,7 Days,20.99,,20.99,False,False,1,0,68c806e8a052e0b19f928cfd
Giga.Tel,67d42f6255619141b6762338,gigatel,"Global 61 countries, 3GB /day",3000 MB/day,7 Days,16.79,16.79,20.99,False,False,0,2,68c88701d6f1c413da45f7b3
Maya Mobile,6373892077821f1076f2e83a,maya-mobile,Global 3GB - 90 Days,3000 MB,90 Days,18.89,18.89,20.99,False,False,0,2,68c891cbfd7fabd3fef98d67
Giga.Tel,67d42f6255619141b6762338,gigatel,"Europe 8 countries, 2GB/day",2000 MB/day,20 Days,16.79,16.79,20.99,False,False,0,1,68c88701d6f1c413da45dfc6
TooSim,6729dd5072d09200e91cc8bd,toosim,"Global 1GB, 7 days",1000 MB,7 Days,20.99,,20.99,False,False,0,2,68a8a27cbb78507dd9056f31
GLOBAL YO,63c52208de7c07fba95ec104,yoverse,Day Plan - Europe Explorer - 2GB/Day - 7 Day,1000 MB/day,7 Days,16.49,16.49,20.99,False,False,0,1,68c84ccb9bf54bb05061966f
Giga.Tel,67d42f6255619141b6762338,gigatel,"USA and Europe 43 countries, 1GB /day",1000 MB/day,30 Days,16.79,16.79,20.99,False,False,0,1,68c88701d6f1c413da45ff94
Billion Connect,5eb95317a5faaf0b7dfa9b24,billionconnect,Europe eSIM [33 Countries] 10 Days  Unlimited /Day,0 MB,10 Days,18.89,18.89,20.99,False,False,1,1,68c8676b1c43a850e7c24e89
TravelGator eSIM,66f0e534caf2be119de832f9,travelgatorsim,France eSIM Roaming Data,10000 MB,3 Days,20.993539217081096,,20.993539217081096,False,False,0,0,68b3190e3b8ae318f60058c6
Roamify,663a1a4b5fddf2d5b402906b,roamify,France eSIM 30 GB - 30 Days,30000 MB,30 Days,19.95,19.95,21.0,False,False,1,0,68c8930ffd7fabd3fefc4847
Driffle eSIM,66c47261d104e43232185ad1,driffle,Europe 20GB for 30 Days,20000 MB,30 Days,21.0,,21.0,False,False,0,1,68a8a202bb78507dd903a183
eSIMple,652ff9cec8fe5da35384bb67,esimple,France - 20GB,20000 MB,30 Days,17.85,17.85,21.0,False,False,0,0,68b3b29488eae00310afa3a2
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe eSIM 20 GB - 15 Days,20000 MB,15 Days,19.95,19.95,21.0,False,False,1,1,68c8930efd7fabd3fefc24cb
Roamify,663a1a4b5fddf2d5b402906b,roamify,Europe &amp; United States eSIM 20 GB - 15 Days,20000 MB,15 Days,19.95,19.95,21.0,False,False,1,1,68c8930ffd7fabd3fefc3e32
SIMzip,68119883d6e74fc935f6b9d7,simzip,France 10GB for 15 Days,10000 MB,15 Days,17.85,17.85,21.0,False,False,0,0,68a8a38ebb78507dd909322e
iRoamly,66ac21966d047ed956f30520,iroamly,Europe - 39 Countries-10GB-15 Days-Total,10000 MB,15 Days,21.0,,21.0,False,False,0,1,68baada698ac519469ac38f2
ETravelSim,640e71222097580dd4a88d0b,etravelsim,Travel eSIM for Europe (ZF) Unlimited - 7 Days / 100 Mins Local Calls,4000 MB/day,7 Days,21.0,,21.0,False,False,1,1,68c806e8a052e0b19f928f9d
eSIMania,67fcf6bbbbc312c4799a2e78,esimania,Europe+ 3GB for 30 days,3000 MB,30 Days,19.95,19.95,21.0,False,False,0,1,68c00328a242d9b3034b0970
Keepgo,61092d9ae3da2061875bc429,keepgo,Tucana,3000 MB,,21.0,,21.0,False,False,0,0,68c18b5799716295fc992114
MobileSIM,67234c91e7fe43281f91e226,mobilesim,Global 3 GB for 30 days,3000 MB,30 Days,21.0,,21.0,False,False,0,2,68c5800e552f140f5209a528
Keep On Roaming,66d97b236734f85a8761a32d,keep-on-roaming,KOR-FR-UNLIMITED-15D,1000 MB/day,15 Days,21.0,,21.0,False,False,0,0,68c4be728775cc02b83e2e4d
ByteSIM,67da4da6ff6041b77e7c4db1,bytesim,France 1GB/day for 20 days,1000 MB/day,20 Days,21.0,,21.0,False,False,0,0,68c77b152468ddd077932d7a
nextSIM,67f0abeb2a0a3aefec7a4e0f,nextsim,eSIM Unlimited Standard 15 Days France,1000 MB/day,15 Days,20.427872644400004,20.427872644400004,21.059662520000003,False,False,0,0,68bff4d5a924d9c70e0ddd52
BNESIM,6284ecd32e3b6ce037733d6e,bnesim,Surf 10GB in France,10000 MB,,17.9405811,17.9405811,21.106566,False,False,0,0,68c5a8485fee308d1b9325db
