plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,scope,raw_coverages,new_user_only,can_top_up,tethering,countries
68f84db16e408fb6c712780a,602194fd4b7cb92caf6ffad3,Nomad,Local Austria - 30 Days - 20 GB,20000,30,,19.0,16.0,local,[],False,True,True,"[""austria""]"
69077806a930c70d6ca34e2f,663a2caf5fddf2d5b402fd46,mobineX,5 GB - 10 days,5000,10,,19.0,17.1,local,[],False,True,,"[""austria""]"
68e29d9346c58bd283f2a5f6,68d9d80d1ca1afab5063d1a6,Lotso Travel,Austria Unlimited STANDARD - 10 Days,3000,10,day,19.0,,local,[],False,True,True,"[""austria""]"
68e29d9346c58bd283f2a5ee,68d9d80d1ca1afab5063d1a6,Lotso Travel,Austria Unlimited LITE - 10 Days,2000,10,day,19.0,,local,[],False,True,True,"[""austria""]"
68cb446d9e5ee30c7a437237,66d97b236734f85a8761a32d,Keep On Roaming,KOR-AT-UNLIMITED-10D,1000,10,day,19.0,,local,[],False,False,True,"[""austria""]"
68dcc8fdd08bf4821b68d217,63760bdc4e2b1c13f365b600,Yoho Mobile,Austria 20GB 15Day,20000,15,,19.05,,local,[],False,False,True,"[""austria""]"
69337aabc2faa6824b84d0c9,68e7198b6cfed51c366a6338,WonderConnect,Austria,20000,30,,19.2,,local,[],False,True,True,"[""austria""]"
690bdd2c5c494bf8cacefd61,65fd5b85efc7ee1e3444055a,MicroEsim,Austria 5G 7 Days / Unlimited 5Mbps,1000,7,day,19.46,18.46,local,[],False,False,True,"[""austria""]"
68d50bed00caad49ca94e21e,66ac21966d047ed956f30520,iRoamly,Austria-eSIM-30GB-15 Days-Total,30000,15,,19.5,,local,[],False,False,True,"[""austria""]"
68dc6735adbaffe4b0eb0138,65fd5b85efc7ee1e3444055a,MicroEsim,Austria 5G 5 Days / Unlimited,0,5,,19.56,18.56,local,[],False,False,True,"[""austria""]"
68c49f1ce9a69e4fc3373c4a,667183eb07b54f361a880c5a,eSIMo,Austria 10GB,10000,30,,19.6,15.288,local,[],False,,,"[""austria""]"
68da519f9ecaacd99c74a001,66e18e73597f9c6d753b7571,Roamless,Austria - No Expiration,8000,0,,19.6,15.680000000000001,local,[],False,True,True,"[""austria""]"
68dc693badbaffe4b0eb6e19,6875cc9ee40f4fd4c110ce88,abesteSIM,Austria - 30 Days/Daily 1GB,1000,30,day,19.668674636581176,,local,[],False,False,True,"[""austria""]"
690288468c69c31d2a64b4b8,67f32a92d392d55306110f1a,eSimFlare,Austria 20GB 30Days,20000,30,,19.8,,local,[],False,True,True,"[""austria""]"
68d6da99622eb11f916517d5,6579951a2ab42e58d53befcd,Esimatic,Austria,1000,7,day,19.89,17.901,local,[],False,True,True,"[""austria""]"
68d609e0de847567bc68ef1e,67da4da6ff6041b77e7c4db1,ByteSIM,Austria 20GB for 3 days,20000,3,,19.9,,local,[],False,False,True,"[""austria""]"
68ca8eed5c57dc6cfeedf5e9,682d271c08820152a644c1ce,ChillaxSIM,Austria  1GB/day for 20 days,1000,20,day,19.9,16.9,local,[],False,False,True,"[""austria""]"
6903bb57260a5cc96d1e811c,645a23dbc6a3d88eeb76b9ea,GIGAGO,Austria eSIM,1000,7,day,19.9,18.904999999999998,local,[],False,,,"[""austria""]"
